timestamp,container_id,shipment_id,commodity,origin,destination,latitude,longitude,temperature,humidity,vibration,pressure,battery_level,door_status,light_detected,gps_speed,spoilage_index,sensor_status,alert_level
2026-07-09 16:06:18,CNT002,SHP1149,Tomatoes,Hyderabad,Mumbai,17.20728,78.51231,13.86,80.5,0.49,1021.39,86,Closed,False,34.3,0.24,Healthy,Normal
2026-07-09 16:06:23,CNT013,SHP1150,Oranges,Hyderabad,Mumbai,17.31719,78.23673,7.87,82.87,1.29,1021.69,71,Open,True,27.15,0.45,Healthy,Warning
2026-07-09 16:06:28,CNT016,SHP1151,Potatoes,Bengaluru,Delhi,13.11783,77.80879,9.7,93.15,0.05,1022.46,82,Closed,False,17.44,0.21,Healthy,Normal
2026-07-09 16:06:33,CNT010,SHP1152,Avocados,Bengaluru,Delhi,12.93481,77.57896,7.71,92.84,1.81,1016.16,77,Closed,False,26.15,0.44,Healthy,Warning
2026-07-09 16:06:38,CNT005,SHP1153,Bananas,Pune,Kolkata,18.30342,73.71,14.99,86.81,1.29,1015.46,90,Closed,False,25.46,0.37,Healthy,Warning
2026-07-09 16:06:43,CNT006,SHP1154,Bananas,Nagpur,Chennai,21.27779,78.95532,13.57,84.72,0.14,1025.0,71,Closed,False,80.24,0.09,Healthy,Normal
2026-07-09 16:06:48,CNT015,SHP1155,Oranges,Hyderabad,Chennai,17.25984,78.27647,6.08,82.14,1.47,1022.62,76,Closed,False,55.45,0.34,Healthy,Warning
2026-07-09 16:06:53,CNT025,SHP1156,Bananas,Hyderabad,Mumbai,17.59052,78.6011,12.66,84.57,1.07,1020.23,86,Closed,False,51.6,0.29,Healthy,Normal
2026-07-09 16:06:58,CNT004,SHP1157,Bananas,Hyderabad,Mumbai,17.17212,78.64453,13.32,89.82,1.96,1012.93,70,Closed,False,58.31,0.35,Healthy,Warning
2026-07-09 16:07:03,CNT017,SHP1158,Mangoes,Hyderabad,Chennai,17.56141,78.36179,8.62,89.51,1.78,1001.1,87,Closed,False,80.38,0.46,Healthy,Warning
2026-07-09 16:07:08,CNT013,SHP1159,Mangoes,Bengaluru,Delhi,13.08257,77.66012,9.59,83.86,1.48,1020.96,70,Open,True,18.69,0.36,Healthy,Warning
2026-07-09 16:07:13,CNT019,SHP1160,Oranges,Bengaluru,Delhi,12.84231,77.58102,3.29,81.29,1.04,1015.63,66,Open,True,0.31,0.41,Healthy,Warning
2026-07-09 16:07:18,CNT012,SHP1161,Tomatoes,Hyderabad,Chennai,17.63113,78.54788,14.52,84.65,1.51,1004.62,85,Closed,False,76.0,0.33,Healthy,Warning
2026-07-09 16:07:23,CNT018,SHP1162,Potatoes,Hyderabad,Mumbai,17.30113,78.28946,6.89,91.8,1.79,1019.14,90,Closed,False,73.16,0.35,Healthy,Warning
2026-07-09 16:07:28,CNT023,SHP1163,Avocados,Hyderabad,Chennai,17.27318,78.57994,5.25,91.96,0.5,1018.95,76,Closed,False,88.54,0.17,Healthy,Normal
2026-07-09 16:07:33,CNT020,SHP1164,Grapes,Nagpur,Chennai,21.03782,79.31543,1.58,91.27,0.44,1001.68,92,Closed,False,81.06,0.13,Healthy,Normal
2026-07-09 16:07:38,CNT018,SHP1165,Bananas,Vizag,Mumbai,17.75713,83.03408,13.77,83.59,1.9,1014.11,74,Open,True,50.5,0.37,Healthy,Warning
2026-07-09 16:07:43,CNT014,SHP1166,Avocados,Nagpur,Chennai,21.07464,79.25075,7.57,91.03,0.71,997.2,95,Open,True,15.22,0.27,Healthy,Normal
2026-07-09 16:07:48,CNT005,SHP1167,Mangoes,Vizag,Mumbai,17.92259,82.97273,9.9,88.79,1.0,998.47,95,Closed,False,63.79,0.24,Healthy,Normal
2026-07-09 16:07:53,CNT014,SHP1168,Mangoes,Vizag,Mumbai,17.72484,83.19776,10.62,82.74,0.66,1015.15,76,Closed,False,24.91,0.18,Healthy,Normal
2026-07-09 16:07:58,CNT024,SHP1169,Tomatoes,Nagpur,Chennai,21.08153,79.07045,16.7,74.88,1.26,1001.26,90,Closed,False,7.57,0.43,Healthy,Warning
2026-07-09 16:08:03,CNT022,SHP1170,Tomatoes,Nagpur,Chennai,21.30034,79.33256,12.18,76.21,0.46,997.34,91,Closed,False,55.43,0.39,Faulty,Warning
2026-07-09 16:08:08,CNT025,SHP1171,Tomatoes,Bengaluru,Delhi,12.93388,77.55322,12.95,84.18,1.93,999.59,82,Closed,False,23.06,0.52,Healthy,Warning
2026-07-09 16:08:13,CNT016,SHP1172,Potatoes,Bengaluru,Delhi,12.94948,77.65372,9.45,94.18,1.57,1014.77,98,Closed,False,66.38,0.41,Healthy,Warning
2026-07-09 16:08:18,CNT002,SHP1173,Avocados,Vizag,Mumbai,17.92531,83.32401,7.72,85.44,1.82,1017.83,70,Closed,False,76.44,0.47,Healthy,Warning
2026-07-09 16:08:23,CNT009,SHP1174,Bananas,Hyderabad,Mumbai,17.15439,78.31857,14.49,86.2,0.71,998.69,75,Closed,False,37.65,0.24,Healthy,Normal
2026-07-09 16:08:28,CNT003,SHP1175,Avocados,Hyderabad,Chennai,17.4587,78.488,6.92,93.61,1.88,997.18,89,Open,True,7.9,0.38,Healthy,Warning
2026-07-09 16:08:33,CNT024,SHP1176,Oranges,Vizag,Mumbai,17.843,83.32058,5.18,81.75,1.28,1023.42,71,Closed,False,51.77,0.29,Faulty,Normal
2026-07-09 16:08:38,CNT017,SHP1177,Oranges,Pune,Kolkata,18.63597,73.69912,4.64,88.02,0.5,998.01,76,Open,True,87.16,0.19,Healthy,Normal
2026-07-09 16:08:43,CNT018,SHP1178,Apples,Hyderabad,Mumbai,17.46248,78.57385,2.02,86.42,0.38,998.07,78,Open,True,32.7,0.11,Healthy,Normal
2026-07-09 16:08:48,CNT024,SHP1179,Bananas,Bengaluru,Delhi,12.93902,77.71572,14.49,80.98,0.7,1013.56,77,Closed,False,76.55,0.26,Faulty,Normal
2026-07-09 16:08:53,CNT008,SHP1180,Avocados,Nagpur,Chennai,21.28496,79.1458,5.89,91.87,0.76,1017.37,77,Closed,False,24.5,0.16,Healthy,Normal
2026-07-09 16:08:58,CNT011,SHP1181,Apples,Bengaluru,Delhi,12.97546,77.52022,2.01,88.72,0.15,1013.68,78,Closed,False,6.03,0.07,Healthy,Normal
2026-07-09 16:09:03,CNT018,SHP1182,Grapes,Hyderabad,Chennai,17.17534,78.41393,3.74,94.71,1.01,1007.46,88,Closed,False,49.0,0.31,Healthy,Warning
2026-07-09 16:09:08,CNT016,SHP1183,Tomatoes,Hyderabad,Mumbai,17.53265,78.66874,12.89,80.43,0.53,1002.5,88,Closed,False,49.46,0.33,Faulty,Warning
2026-07-09 16:09:13,CNT008,SHP1184,Bananas,Vizag,Mumbai,17.83829,83.38658,13.27,84.57,1.66,1005.25,74,Closed,False,55.5,0.33,Faulty,Warning
2026-07-09 16:09:18,CNT016,SHP1185,Apples,Hyderabad,Mumbai,17.45731,78.35568,3.17,87.02,0.84,1002.92,96,Open,True,44.72,0.27,Healthy,Normal
2026-07-09 16:09:23,CNT019,SHP1186,Tomatoes,Pune,Kolkata,18.56995,73.62064,15.12,81.62,1.15,1000.87,89,Closed,False,23.72,0.26,Healthy,Normal
2026-07-09 16:09:28,CNT022,SHP1187,Mangoes,Vizag,Mumbai,17.46491,83.13939,12.25,83.65,0.3,1000.98,94,Open,True,35.32,0.25,Healthy,Normal
2026-07-09 16:09:33,CNT021,SHP1188,Apples,Nagpur,Chennai,21.11164,79.20043,0.93,87.76,1.39,1012.59,91,Closed,False,26.27,0.34,Healthy,Warning
2026-07-09 16:09:38,CNT009,SHP1189,Tomatoes,Vizag,Mumbai,17.76801,83.25749,15.46,82.29,1.18,997.92,75,Closed,False,0.31,0.28,Healthy,Normal
2026-07-09 16:09:43,CNT023,SHP1190,Bananas,Bengaluru,Delhi,13.18115,77.46276,13.9,82.58,1.77,1008.18,80,Closed,False,63.86,0.37,Healthy,Warning
2026-07-09 16:09:48,CNT011,SHP1191,Potatoes,Hyderabad,Mumbai,17.37428,78.39156,9.75,85.45,0.81,999.26,80,Open,True,3.48,0.36,Healthy,Warning
2026-07-09 16:09:53,CNT015,SHP1192,Mangoes,Pune,Kolkata,18.71054,73.81938,12.52,80.32,0.82,1001.73,79,Closed,False,6.27,0.36,Healthy,Warning
2026-07-09 16:09:58,CNT013,SHP1193,Avocados,Pune,Kolkata,18.32164,73.89145,7.82,93.23,0.74,1012.86,70,Closed,False,14.9,0.28,Healthy,Normal
2026-07-09 16:10:03,CNT024,SHP1194,Grapes,Nagpur,Chennai,20.89808,79.17543,3.72,94.57,1.38,1008.15,85,Open,True,81.36,0.37,Healthy,Warning
2026-07-09 16:10:08,CNT003,SHP1195,Bananas,Pune,Kolkata,18.43054,73.80906,12.51,86.33,0.54,1007.24,69,Closed,False,28.09,0.21,Faulty,Normal
2026-07-09 16:10:13,CNT020,SHP1196,Apples,Pune,Kolkata,18.40938,73.97972,0.07,89.66,0.3,1000.1,67,Open,True,40.41,0.24,Faulty,Normal
2026-07-09 16:10:18,CNT013,SHP1197,Oranges,Vizag,Mumbai,17.86138,83.1552,6.65,87.72,0.65,1003.82,74,Closed,False,33.21,0.24,Healthy,Normal
2026-07-09 16:10:23,CNT004,SHP1198,Potatoes,Pune,Kolkata,18.47761,74.05791,7.58,88.42,0.65,1009.12,98,Closed,False,75.92,0.15,Healthy,Normal
2026-07-09 16:10:28,CNT025,SHP1199,Grapes,Vizag,Mumbai,17.63619,83.051,1.19,90.69,1.36,1003.54,99,Closed,False,51.52,0.31,Faulty,Warning
